reci recn reclat recscale
 0.84 1 101.625 0.009
 0.87 1 101.575 0.009
 0.9 1 101.525 0.009
 0.93 1 101.475 0.009
 0.96 1 101.45 0.009
 0.99 1 101.4 0.009
 1.02 1 101.375 0.009
 1.05 1 101.35 0.009
 1.08 1 101.3 0.009
 1.11 1 101.275 0.009
 1.14 1 101.25 0.009
 1.17 1 101.225 0.009
 1.2 1 101.2 0.009
 1.23 1 101.175 0.009
 1.26 1 101.15 0.009
 1.29 1 101.125 0.009
 1.32 1 101.1 0.009
 1.35 1 101.1 0.009
 1.38 1 101.075 0.009
 1.41 1 101.05 0.009
 1.44 1 101.05 0.009
 1.47 1 101.025 0.009
 1.5 1 101 0.009
 0 0 600 0.0095
 0.03 0 600 0.0095
 0.06 0 600 0.0095
 0.09 0 600 0.0095
 0.12 0 600 0.0095
 0.15 0 600 0.0095
 0.18 0 600 0.0095
 0.21 0 600 0.0095
 0.24 0 600 0.0095
 0.27 0 600 0.0095
 0.3 0 600 0.0095
 0.33 0 600 0.0095
 0.36 0 600 0.0095
 0.39 0 600 0.0095
 0.42 0 600 0.0095
 0.45 0 600 0.0095
 0.48 0 600 0.0095
 0.51 0 600 0.0095
 0.54 0 600 0.0095
 0.57 0 600 0.0095
 0.6 1 102.5 0.0095
 0.63 1 102.275 0.0095
 0.66 1 102.125 0.0095
 0.69 1 102 0.0095
 0.72 1 101.925 0.0095
 0.75 1 101.825 0.0095
 0.78 1 101.75 0.0095
 0.81 1 101.7 0.0095
 0.84 1 101.625 0.0095
 0.87 1 101.575 0.0095
 0.9 1 101.525 0.0095
 0.93 1 101.5 0.0095
 0.96 1 101.45 0.0095
 0.99 1 101.4 0.0095
 1.02 1 101.375 0.0095
 1.05 1 101.35 0.0095
 1.08 1 101.3 0.0095
 1.11 1 101.275 0.0095
 1.14 1 101.25 0.0095
 1.17 1 101.225 0.0095
 1.2 1 101.2 0.0095
 1.23 1 101.175 0.0095
 1.26 1 101.15 0.0095
 1.29 1 101.125 0.0095
 1.32 1 101.1 0.0095
 1.35 1 101.1 0.0095
 1.38 1 101.075 0.0095
 1.41 1 101.05 0.0095
 1.44 1 101.025 0.0095
 1.47 1 101.025 0.0095
 1.5 1 101 0.0095
 0 0 600 0.01
 0.03 0 600 0.01
 0.06 0 600 0.01
 0.09 0 600 0.01
 0.12 0 600 0.01
 0.15 0 600 0.01
 0.18 0 600 0.01
 0.21 0 600 0.01
 0.24 0 600 0.01
 0.27 0 600 0.01
 0.3 0 600 0.01
 0.33 0 600 0.01
 0.36 0 600 0.01
 0.39 0 600 0.01
 0.42 0 600 0.01
 0.45 0 600 0.01
 0.48 0 600 0.01
 0.51 0 600 0.01
 0.54 0 600 0.01
 0.57 0 600 0.01
 0.6 1 102.825 0.01
 0.63 1 102.325 0.01
 0.66 1 102.15 0.01
 0.69 1 102.025 0.01
 0.72 1 101.925 0.01
 0.75 1 101.85 0.01
 0.78 1 101.775 0.01
 0.81 1 101.7 0.01
 0.84 1 101.65 0.01
 0.87 1 101.575 0.01
 0.9 1 101.525 0.01
 0.93 1 101.5 0.01
 0.96 1 101.45 0.01
 0.99 1 101.4 0.01
 1.02 1 101.375 0.01
 1.05 1 101.35 0.01
 1.08 1 101.3 0.01
 1.11 1 101.275 0.01
 1.14 1 101.25 0.01
 1.17 1 101.225 0.01
 1.2 1 101.2 0.01
 1.23 1 101.175 0.01
 1.26 1 101.15 0.01
 1.29 1 101.125 0.01
 1.32 1 101.1 0.01
 1.35 1 101.1 0.01
 1.38 1 101.075 0.01
 1.41 1 101.05 0.01
 1.44 1 101.025 0.01
 1.47 1 101.025 0.01
 1.5 1 101 0.01
